province,organism,antibiotic,specimen,sector,year,n_tested,percent_resistant
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,402,31.3
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,325,34.2
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2024,418,34.1
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,270,29.9
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,92,31.9
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,220,32.4
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2022,407,30.1
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2023,440,32.7
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,349,33.8
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,208,27.2
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,406,26.7
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,438,27.5
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2024,265,29.1
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2022,448,25.9
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,64,29.3
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,399,30.1
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,228,28.0
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2023,284,28.2
Western Cape,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2024,197,30.9
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,306,31.6
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2024,105,31.6
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,211,34.5
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2023,85,33.4
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,149,33.9
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,136,33.6
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,321,35.4
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2022,430,31.3
Western Cape,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,293,35.0
Western Cape,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,281,18.4
Western Cape,Pseudomonas aeruginosa,Meropenem,Blood,Public,2024,399,20.0
Western Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,98,21.2
Western Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,224,21.8
Western Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,202,21.3
Western Cape,Pseudomonas aeruginosa,Meropenem,Urine,Public,2022,257,19.6
Western Cape,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,345,19.0
Western Cape,Pseudomonas aeruginosa,Meropenem,Urine,Public,2024,373,22.3
Western Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,389,18.2
Western Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,318,21.9
Western Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2024,313,22.6
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,293,26.8
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2023,257,27.4
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,304,29.6
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,152,29.6
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2023,243,30.4
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,410,31.4
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,392,29.0
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,416,28.9
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2022,141,29.3
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,362,28.4
Western Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,351,30.5
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,404,21.4
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,290,21.3
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,361,22.0
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,148,22.7
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,125,23.8
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,396,22.9
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2022,128,22.4
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2023,62,23.5
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,84,23.2
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,281,21.7
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2023,307,23.6
Western Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2024,150,24.9
Western Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2022,386,17.5
Western Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,320,16.5
Western Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,395,18.3
Western Cape,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,109,17.9
Western Cape,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2024,241,18.6
Western Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,234,17.6
Western Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,87,17.7
Western Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,292,20.0
Western Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,377,17.1
Western Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,426,18.9
Western Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,426,20.1
Western Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,174,19.7
Western Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,253,22.2
Western Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,180,22.8
Western Cape,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,78,22.8
Western Cape,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,60,24.3
Western Cape,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2022,287,20.8
Western Cape,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,289,24.0
Western Cape,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,315,22.8
Western Cape,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,120,22.4
Western Cape,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,441,25.0
Western Cape,Staphylococcus aureus,Meropenem,Blood,Public,2022,224,8.4
Western Cape,Staphylococcus aureus,Meropenem,Blood,Public,2023,256,9.1
Western Cape,Staphylococcus aureus,Meropenem,Blood,Public,2024,371,9.8
Western Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,419,10.1
Western Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,220,11.2
Western Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,343,12.7
Western Cape,Staphylococcus aureus,Meropenem,Urine,Public,2022,450,10.3
Western Cape,Staphylococcus aureus,Meropenem,Urine,Public,2023,263,9.3
Western Cape,Staphylococcus aureus,Meropenem,Urine,Public,2024,210,12.5
Western Cape,Staphylococcus aureus,Meropenem,Wound,Public,2022,128,9.4
Western Cape,Staphylococcus aureus,Meropenem,Wound,Public,2023,368,9.5
Western Cape,Staphylococcus aureus,Meropenem,Wound,Public,2024,443,12.2
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,209,18.1
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,83,19.7
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,157,18.2
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,312,19.3
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,427,18.0
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,269,20.8
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,372,17.4
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,121,18.7
Western Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,261,21.9
